age;workclass;education;education.num;marital.status;occupation;relationship;race;sex;capital.gain;capital.loss;hours.per.week;native.country;renda.anual
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Other-relative; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov; Some-college;(9.5-10.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Local-gov; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Other-relative; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Self-emp-not-inc; HS-grad;(8.5-9.5); Divorced; Sales; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(<34.5); Nicaragua;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov; Some-college;(9.5-10.5); Never-married; Protective-serv; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Unmarried; White; Female;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); Mexico;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Federal-gov; Some-college;(9.5-10.5); Never-married; Tech-support; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; Other; Male;(<57);(<1551.5);(39.5-41.5); Puerto-Rico;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Priv-house-serv; Not-in-family; White; Female;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; Asian-Pac-Islander; Male;(<57);(<1551.5);(<34.5); Philippines;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Married-civ-spouse; Craft-repair; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Craft-repair; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Craft-repair; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Protective-serv; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Self-emp-not-inc; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Own-child; White; Female;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Other-relative; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Adm-clerical; Husband; White; Male;(3120-4243.5);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Other-relative; Black; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Never-married; Sales; Not-in-family; Black; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Tech-support; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); Canada;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Machine-op-inspct; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Transport-moving; Other-relative; Black; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Farming-fishing; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; Black; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Exec-managerial; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Sales; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Transport-moving; Not-in-family; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Local-gov; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;5th-6th;(<8.5); Never-married; Handlers-cleaners; Other-relative; White; Male;(<57);(<1551.5);(39.5-41.5); Guatemala;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Handlers-cleaners; Husband; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Adm-clerical; Wife; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Transport-moving; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Exec-managerial; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; Black; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Exec-managerial; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Other-relative; Other; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Not-in-family; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Transport-moving; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Other-relative; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Tech-support; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Self-emp-not-inc; HS-grad;(8.5-9.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
